-0.283629,0.236679
-0.0761375,0.194865
-0.0414957,0.204116
-0.0343599,0.205187
-0.0330279,0.204802
-0.0328878,0.20412
-0.0329896,0.203373
-0.0331391,0.202607
-0.0333018,0.201833
-0.0334645,0.201056
-0.033632,0.200281
-0.0338054,0.199513
-0.0339688,0.198745
-0.0341406,0.197978
-0.0343357,0.197213
-0.0344969,0.196444
-0.0347016,0.195684
-0.0348695,0.19492
-0.0350328,0.19416
-0.0352273,0.193409
-0.0353775,0.192659
-0.0355033,0.191905
-0.0356458,0.191151
-0.0358084,0.190396
-0.0359283,0.189639
-0.0360486,0.188884
-0.0361742,0.18813
-0.0363357,0.187378
-0.0364715,0.186628
-0.0365977,0.185888
-0.0367237,0.185154
-0.0368728,0.184418
-0.0370339,0.183679
-0.0371768,0.182939
-0.0373182,0.182201
-0.0374377,0.181463
-0.0376013,0.180729
-0.0377183,0.179994
-0.0378744,0.179265
-0.0379836,0.178543
-0.0381197,0.177829
-0.0382158,0.177107
-0.0383144,0.176383
-0.0384004,0.175657
-0.0385009,0.174931
-0.0386182,0.174209
-0.0387221,0.173498
-0.0388292,0.172788
-0.0389191,0.172074
-0.0390529,0.17136
-0.0391441,0.170644
-0.039275,0.169931
-0.0393621,0.169218
-0.0394885,0.16851
-0.0395719,0.167813
-0.0396813,0.167124
-0.0397506,0.166433
-0.0398188,0.165737
-0.0398751,0.165036
-0.0399589,0.164333
-0.0400168,0.16363
-0.0400869,0.162928
-0.0401589,0.162227
-0.0402309,0.161528
-0.0403066,0.160837
-0.0403675,0.16015
-0.0404508,0.15946
-0.0405442,0.158769
-0.0406109,0.158079
-0.0406875,0.15739
-0.040767,0.156702
-0.0408393,0.156016
-0.0409042,0.155331
-0.0409923,0.154648
-0.0410352,0.153975
-0.0411063,0.153303
-0.0411327,0.152631
-0.0411703,0.151957
-0.0412289,0.151279
-0.0412392,0.150607
-0.0412832,0.149934
-0.0413305,0.149269
-0.0413565,0.148606
-0.0413962,0.147939
-0.0414635,0.14727
-0.0415122,0.146603
-0.0415409,0.145939
-0.041603,0.145273
-0.0416599,0.144611
-0.0416876,0.143962
-0.0417118,0.143318
-0.0417416,0.142665
-0.0417407,0.142015
-0.0417487,0.141362
-0.0417492,0.140711
-0.041764,0.140058
-0.0417832,0.139404
-0.0417804,0.138756
-0.0418032,0.138108
-0.0418327,0.13747
-0.0418223,0.136844
-0.0418463,0.136206
-0.0418475,0.135568
-0.0418876,0.134924
-0.0418861,0.134286
-0.0419103,0.133645
-0.0419182,0.133007
-0.0419381,0.132369
-0.0419409,0.131737
-0.0419505,0.131115
-0.0419587,0.130498
-0.0419515,0.129881
-0.0419128,0.129267
-0.0418863,0.128646
-0.0418544,0.128025
-0.0418479,0.1274
-0.041827,0.126784
-0.0418021,0.126169
-0.0418097,0.125546
-0.0418029,0.124927
-0.041794,0.124308
-0.0417816,0.123692
-0.0417685,0.123077
-0.0417362,0.122468
-0.0417404,0.121854
-0.0417184,0.121249
-0.041662,0.120651
-0.0416175,0.120048
-0.0415663,0.119447
-0.0415286,0.118843
-0.0415048,0.118235
-0.041446,0.117639
-0.0413888,0.117044
-0.0413489,0.116447
-0.0413247,0.115851
-0.0412772,0.115268
-0.0412325,0.114679
-0.0412007,0.114085
-0.0411676,0.113492
-0.0411354,0.112899
-0.0410895,0.112311
-0.0410699,0.111715
-0.0410087,0.111135
-0.0409746,0.110547
-0.0409279,0.109971
-0.0408672,0.109403
-0.0407988,0.108832
-0.0407271,0.108259
-0.0406598,0.107685
-0.0405878,0.107113
-0.0405188,0.10654
-0.0404381,0.105974
-0.0403816,0.105407
-0.0403252,0.104846
-0.0402634,0.104283
-0.0401916,0.103722
-0.0401255,0.103157
-0.040077,0.102587
-0.040008,0.102025
-0.0399536,0.101458
-0.0398806,0.100902
-0.0398198,0.10035
-0.0397352,0.0998053
-0.0396602,0.0992513
-0.0395597,0.0987076
-0.0394598,0.0981639
-0.0393862,0.097608
-0.0392856,0.0970669
-0.0391897,0.0965287
-0.0391279,0.0959892
-0.039047,0.0954625
-0.0389469,0.094936
-0.0388755,0.0943924
-0.0387874,0.0938552
-0.038715,0.0933103
-0.0386222,0.0927756
-0.0385301,0.0922407
-0.0384649,0.0916946
-0.0383679,0.0911674
-0.0382779,0.0906482
-0.0381959,0.0901304
-0.0380916,0.0896179
-0.0379687,0.0891102
-0.0378596,0.0885915
-0.0377462,0.0880741
-0.0376293,0.0875593
-0.0375077,0.087049
-0.0373995,0.0865324
-0.037292,0.0860187
-0.037198,0.0855032
-0.0370852,0.0850019
-0.0369741,0.0844967
-0.0368695,0.0839873
-0.0367906,0.0834644
-0.0366798,0.0829599
-0.036575,0.082452
-0.0364724,0.0819437
-0.0363584,0.0814426
-0.0362626,0.0809335
-0.0361472,0.080442
-0.0360294,0.079954
-0.0359095,0.0794621
-0.0357783,0.0789758
-0.0356482,0.0784895
-0.0355102,0.0780095
-0.0353761,0.077529
-0.0352648,0.077034
-0.0351415,0.076557
-0.0350259,0.0760778
-0.0348909,0.0756078
-0.0347718,0.0751266
-0.0346573,0.0746424
-0.0345498,0.0741546
-0.0344137,0.073686
-0.0342957,0.0732061
-0.0341805,0.0727254
-0.034068,0.0722438
-0.0339352,0.0717766
-0.0338178,0.0713008
-0.0336891,0.0708415
-0.0335567,0.0703872
-0.0334259,0.0699245
-0.0332757,0.0694741
-0.0331277,0.0690217
-0.0329731,0.0685764
-0.0328283,0.0681251
-0.0326875,0.0676737
-0.032538,0.067231
-0.032404,0.0667817
-0.0322965,0.0663249
-0.0321537,0.0658983
-0.0320053,0.0654676
-0.0318668,0.0650277
-0.031737,0.0645804
-0.0316145,0.0641277
-0.0314732,0.0636901
-0.0313464,0.0632416
-0.0312038,0.0628064
-0.0310691,0.0623681
-0.0309475,0.0619294
-0.0308004,0.0615167
-0.0306602,0.0610922
-0.0304924,0.0606869
-0.0303321,0.0602735
-0.0301817,0.0598513
-0.0300202,0.0594418
-0.0298655,0.0590281
-0.0297067,0.0586211
-0.0295633,0.0582024
-0.0294053,0.0577994
-0.0292639,0.0573912
-0.0291637,0.0569778
-0.0290622,0.0565927
-0.0289677,0.0562278
-0.0972012,0.121962
-0.094269,0.0931998
-0.0946855,0.0955616
-0.0941675,0.0948355
-0.0937532,0.0944074
-0.0933669,0.0939815
-0.093017,0.0935748
-0.0927017,0.0931859
-0.0924246,0.092887
-0.0921751,0.0925646
-0.0919611,0.0922835
-0.0917871,0.0920824
-0.091642,0.0918722
-0.0915282,0.0916855
-0.0914432,0.0915602
-0.0913861,0.0914778
-0.0913474,0.0914065
-0.091323,0.0913568
-0.0913124,0.0913429
-0.0913017,0.0913197
-0.0912925,0.0913063
-0.0912836,0.091296
-0.0912748,0.0912886
-0.0912654,0.0912813
-0.0912592,0.0912839
-0.0912503,0.0912718
-0.091241,0.0912612
-0.0912312,0.0912511
-0.0912212,0.0912415
-0.0912111,0.0912323
-0.0912013,0.0912242
-0.0911912,0.0912144
-0.0911815,0.0912064
-0.0911783,0.0912126
-0.0911639,0.0911864
-0.0911603,0.0911924
-0.0911519,0.0911799
-0.0911434,0.0911697
-0.0911346,0.09116
-0.0911256,0.091151
-0.0911166,0.0911426
-0.0911076,0.0911346
-0.0910988,0.0911268
-0.0910902,0.0911193
-0.0910817,0.0911118
-0.0910734,0.0911043
-0.0910653,0.0910971
-0.0910573,0.0910898
-0.0910495,0.0910823
-0.0910418,0.0910751
-0.0910343,0.0910677
